CoRSIV_ID,USC_02_control,USC_08_control,USC_11_control,USC_12_control,USC_13_control,USC_14_control,USC_16_control,USC_17_control,USC_18_control,USC_21_control,USC_22_control,USC_24_control,USC_01_case,USC_03_case,USC_04_case,USC_05_case,USC_06_case,USC_07_case,USC_09_case,USC_10_case,USC_15_case,USC_19_case,USC_20_case,USC_23_case,p_value,fdr,V1,V2,V3,V5
34e3e2e8,59.2857142857143,73.1707317073171,64.2248722316865,69.2771084337349,70.2325581395349,60.0760456273764,53.072625698324,73.7226277372263,74.5454545454545,59.3466424682396,64.1509433962264,72.4252491694352,77.0226537216828,75.1231527093596,76.6066838046273,76.6730401529637,71.8279569892473,86.5353037766831,77.5886524822695,77.0089285714286,59.6774193548387,63.7209302325581,66.1442006269592,58.0459770114943,0.135555392076208,1,1,2104201,2104400,chr1:2104201-2104400
22053fe4,10.6808244846971,6.97808535178777,22.6335520149953,8.78293601003764,22.4111282843895,7.89754535752401,5.84577114427861,18.7192118226601,6.71641791044776,10.19955654102,20.5704407951599,5.1296194153337,31.0878661087866,8.32202623247399,16.0590678357176,8.25325042396834,25.3877082136703,24.8313917841815,23.2185273159145,10.9964093357271,3.12174817898023,18.0373185901866,5.28052805280528,11.0671936758893,0.327564599962147,1,1,2189546,2190083,chr1:2189546-2190083
c423c225,80.7053941908714,83.3659491193738,90.75,94.5,92.6229508196721,95.0657894736842,92.4924924924925,91.9047619047619,89.3970893970894,88.8631090487239,81.2967581047382,89.7727272727273,88.4910485933504,90.2896081771721,88.9908256880734,83.2980972515856,88.4135472370767,86.0805860805861,80.7017543859649,90.9657320872274,89.7777777777778,88.8888888888889,92.9319371727749,92,0.707756443644395,1,1,2398501,2398700,chr1:2398501-2398700
e5c89b87,64.0692640692641,62.621359223301,59.7402597402597,75.7142857142857,93.1297709923664,63.0434782608696,78.8235294117647,78.4037558685446,80.5369127516778,64.7058823529412,64.6551724137931,74.8603351955307,76.8079800498753,64.1025641025641,93.687707641196,89.3401015228426,62.2857142857143,77.6699029126214,65.2631578947368,59.504132231405,78.6666666666667,62.5,66.9230769230769,86.0869565217391,0.714634081627002,1,1,2856901,2857100,chr1:2856901-2857100
bc929f5e,78.894472361809,81.2121212121212,87.3417721518987,80.8290155440415,81.6326530612245,77.4193548387097,87.7659574468085,89.2045454545455,84.9162011173184,84.3137254901961,90.2298850574713,93.3333333333333,83.8006230529595,91.699604743083,89.7142857142857,83.030303030303,88.3838383838384,80.0796812749004,98.0629539951574,83.9869281045752,82.0359281437126,95.3703703703704,79.1666666666667,65.625,0.921624231650764,1,1,2881601,2881800,chr1:2881601-2881800
837eb8b2,71.5328467153285,80.1381692573402,78.1302170283806,87.1428571428571,73.7991266375546,77.9840848806366,87.3333333333333,77.6735459662289,83.1168831168831,74.3661971830986,85.3088480801336,91.8918918918919,86.9850187265918,78.816199376947,86.8571428571429,82.3647294589178,87.992125984252,92.7184466019417,76.1682242990654,78.9735099337748,78.1645569620253,75.5376344086021,84.0764331210191,88.1756756756757,0.373088178035719,1,1,2927701,2927900,chr1:2927701-2927900
8829b52b,83.5616438356164,61.9469026548673,88.75,68.9839572192513,69.6969696969697,77.3454037597147,82.3529411764706,47.4074074074074,62.8865979381443,74,83.7606837606838,60.1694915254237,51.9163763066202,66.2222222222222,50.2824858757062,52.3809523809524,70.3225806451613,75,53.7414965986395,84.3243243243243,67.6470588235294,52.6315789473684,59.375,95,0.357615040857487,1,1,3003401,3003600,chr1:3003401-3003600
5f796a68,95.3196347031963,97.766323024055,96.8663594470046,95.3358208955224,79.2607802874743,94.9532710280374,91.3279132791328,81.8431911966988,91.0135841170324,94.6384039900249,82.6996197718631,97.9591836734694,92.3576063446287,78.5714285714286,95.364238410596,80.5094130675526,96.9586374695864,95.624332977588,93.4306569343066,96.3382737576286,96.0950764006791,92.8104575163399,92.483660130719,95.5426356589147,0.85122245417993,1,1,3089001,3089200,chr1:3089001-3089200
dc9aaaf9,97.1910112359551,94.8424068767908,93.7751004016064,98.0978260869565,94.059405940594,83.8709677419355,97.6331360946746,93.4615384615385,84.5454545454545,89.7810218978102,93.8524590163934,90.521327014218,97.2491909385113,93.6430317848411,95.0155763239875,88.3720930232558,92.5333333333333,95.4128440366973,83.1111111111111,90.5747126436782,92.3076923076923,85.9872611464968,90,92.2155688622755,0.53824034530154,1,1,3098801,3099000,chr1:3098801-3099000
b295149b,94.8717948717949,87.3239436619718,92.0265780730897,92.8176795580111,83.5164835164835,80.1724137931034,79.8076923076923,96.5277777777778,79.3103448275862,95,87.3417721518987,90.625,91.0761154855643,93.0434782608696,93.5828877005348,94.8529411764706,93.0555555555556,87.7358490566038,83.6363636363636,93.4108527131783,90.4,86.5168539325843,92.1348314606742,94.9494949494949,0.104807886239751,1,1,3104301,3104500,chr1:3104301-3104500
ddee355b,94.0952380952381,93.2461873638344,95.6824512534819,95.1359084406295,90.9677419354839,95.7983193277311,83.7837837837838,93.9330543933054,95.069033530572,95.1612903225807,78.7545787545788,94.8497854077253,92.6935659760087,97.1479500891266,95.9183673469388,96.551724137931,91.9540229885057,74.6008708272859,91.1764705882353,92.2829581993569,94.5525291828794,94.7552447552448,92.3684210526316,90.625,0.948909414118351,1,1,3144601,3145000,chr1:3144601-3145000
4d50fbe0,76.4285714285714,78.2211473868064,74.6805910454394,78.9884803534796,52.2630834512023,77.2297575010275,85.0964187327824,85.0757029560202,83.3588599587135,82.0780757097792,79.4839009647797,85.3245889174033,79.3594306049822,84.1107871720117,84.7946287519747,86.3348561352889,79.287977070448,81.267244777296,83.4054406448172,78.4777156087208,81.1008385293485,85.1172940534643,85.9958632437036,76.7852760736196,0.161880009407904,1,1,3181437,3182100,chr1:3181437-3182100
c0526237,86.3636363636364,96.8926553672316,96.6921119592875,92.6136363636364,86.9918699186992,97.9487179487179,92.3529411764706,95.5,97.1774193548387,85.9437751004016,94.5736434108527,89.7727272727273,88.2978723404255,87.5,94.5,86.9415807560137,86.8421052631579,87.8228782287823,93.8271604938272,82.5806451612903,100,94.0828402366864,98.6486486486486,86.5853658536585,0.27898311658135,1,1,3806501,3806700,chr1:3806501-3806700
88d46923,95.4050785973398,96.4889466840052,60.8599779492833,94.0919037199125,79.6747967479675,95.4724409448819,93.3333333333333,90.2960526315789,94.5562130177515,80.5766312594841,93.5530085959885,92.845786963434,93.135838150289,95.9309494451295,96.0227272727273,95.1552795031056,96.2127316680097,94.8813982521848,92.4180327868852,96.4732650739477,96.3562753036437,95.0729927007299,94.5392491467577,97.8260869565217,0.0661941758037359,1,1,3825401,3825600,chr1:3825401-3825600
68ab3cf0,76.813880126183,88.5338345864662,91.4666666666667,77.859778597786,75.8293838862559,76.8041237113402,76.2773722627737,62.3831775700935,77.0718232044199,77.2102161100196,91.858407079646,77.1144278606965,64.6298472385429,64.4444444444444,78.019801980198,64.8062015503876,76.3401109057301,62.1181262729124,72.5490196078431,88.8724035608309,78.6163522012579,79.6482412060301,86.8811881188119,62.378640776699,0.148336345198326,1,1,3932701,3932900,chr1:3932701-3932900
f2ca3142,96.8119713728042,94.2936673625609,94.8367952522255,93.0742049469965,96.6071428571429,95.170789163722,78.335535006605,80.1707779886148,96.4714714714715,84.4669117647059,96.9522240527183,95.4545454545455,93.6487638533674,96.3636363636364,83.3074534161491,95.0561797752809,95.4937044400265,93.5572309801234,94.4328462073765,95.6151832460733,95.9839357429719,93.7728937728938,82.4773413897281,82.766439909297,0.996179960653399,1,1,4008201,4008400,chr1:4008201-4008400
777ced12,17.910447761194,19.7853789403085,13.6549840691853,18.7796208530806,18.3030303030303,13.6029411764706,25.5372945638432,32.7856609410007,14.9544072948328,40.5337781484571,14.2095914742451,11.7219917012448,14.1406543813464,14.3142476697736,34.1444866920152,12.4605678233438,11.4234449760766,16.2388392857143,14.4774688398849,18.9675174013921,16.544502617801,14.1356255969436,30.4791029561672,36.3756613756614,0.878381288111691,1,1,4027501,4027800,chr1:4027501-4027800
e852c1ed,49.8016747465844,63.3074935400517,48.3965872315387,68.7701520036849,60.2254428341385,67.9830747531735,77.8138528138528,50.1636278634876,70.5499087829033,63.4037819799778,83.7169650468883,68.2142857142857,49.8297002724796,70.0996677740864,92.7260367097213,71.9041278295606,71.9685812469318,49.2193308550186,52.5666337611056,51.1627906976744,62.200956937799,51.3565891472868,72.2340425531915,57.6923076923077,0.762057320486345,1,1,4077701,4077900,chr1:4077701-4077900
54137b00,93.1578947368421,86.3753213367609,86.2332695984704,74.9414519906323,91.2790697674419,87.2222222222222,83.9378238341969,87.6470588235294,88.3720930232558,93.9632545931758,94.6236559139785,93.75,91.2912912912913,90.8235294117647,81.7307692307692,91.8767507002801,88.6255924170616,90.2777777777778,68.6230248306998,84.6354166666667,81.2865497076023,95.6,78.5714285714286,91.8518518518518,0.405192954507729,1,1,4177801,4178000,chr1:4177801-4178000
5e7aa960,88.566953797964,89.3269230769231,90.7248636009353,91.4247130317353,69.9805068226121,85.0609756097561,90.546218487395,92.1129503407984,82.4593128390597,92.2811059907834,90.7192575406033,75.5988023952096,78.6666666666667,89.1491022638564,88.4234577303884,88.4720951509607,76.3295099061522,92.0710059171598,88.7726638772664,81.7886178861789,69.5238095238095,81.6208393632417,77.6247848537005,86.2934362934363,0.187305375149589,1,1,4308201,4308500,chr1:4308201-4308500
8cb29bce,82.9439252336449,90.0621118012422,65.378421900161,80.7829181494662,90.1840490797546,84.4868735083532,62,71.7983651226158,79.8675496688742,68.4049079754601,71.5214564369311,73.8617200674536,64.1741988496302,67.7272727272727,81.4327485380117,79.8619102416571,76.5060240963855,80.3493449781659,93.7188434695912,95.2006980802792,76.9083969465649,67.9180887372014,80.8080808080808,82.7655310621243,0.656588406508996,1,1,4511901,4512100,chr1:4511901-4512100
3b4d6134,36.154949784792,40.5970149253731,93.1910569105691,47.0230862697448,44.4078947368421,44.0251572327044,42.8904428904429,71.9047619047619,46.9465648854962,46.3414634146341,46.2046204620462,67.6409185803758,42.595818815331,42.7289048473968,46.3930348258707,66.2383177570093,73.0913642052566,43.1372549019608,45.5648926237162,74.7572815533981,48.1865284974093,69.9152542372881,46.046511627907,42.6630434782609,0.847190632032279,1,1,4588601,4589000,chr1:4588601-4589000
de614f38,90.0826446280992,91.8141592920354,66.721044045677,90.2479338842975,91.9597989949749,91.8269230769231,90.6593406593407,73.4831460674157,75.1898734177215,91.6666666666667,92.7536231884058,91.1262798634812,93.8888888888889,94.5945945945946,92.7816901408451,91.4473684210526,91.2133891213389,86.5079365079365,87.2727272727273,90.8212560386473,92.483660130719,79.9307958477509,92.5531914893617,86.8055555555556,0.288289887545554,1,1,4695201,4695500,chr1:4695201-4695500
50128f49,94.6236559139785,83.9869281045752,90.8119658119658,83.2558139534884,91.2790697674419,74.8633879781421,93.4782608695652,87.2727272727273,86.5979381443299,88.4910485933504,94.1011235955056,90.5454545454545,75.531914893617,93.5483870967742,80.7580174927114,81.057268722467,96.3060686015831,91.1931818181818,84.4444444444444,89.9053627760252,90.64039408867,72.4576271186441,74.2424242424242,93.8144329896907,0.402577907554497,1,1,4723201,4723400,chr1:4723201-4723400
fdc98593,53.9285714285714,74.5398773006135,95.4007884362681,93.8684503901895,96.2962962962963,71.9298245614035,66.9683257918552,75.6380510440835,75.7377049180328,75.187969924812,67.1957671957672,94.8863636363636,74.7675962815405,97.25,85.0597609561753,96.1832061068702,96.9534050179211,76.1078998073218,73.6204576043069,95.1747088186356,98.5074626865672,84.3621399176955,77.6515151515152,71.7241379310345,0.103556496576641,1,1,4768501,4768700,chr1:4768501-4768700
474a6f9b,77.7506112469438,87.7280265339967,79.247572815534,93.4595524956971,88.8888888888889,87.984496124031,86.4754098360656,88.1239242685026,90.2152641878669,85.207100591716,83.8509316770186,89.2694063926941,86.4485981308411,92.090395480226,85.5172413793103,77.5956284153005,73.1669266770671,79.6791443850267,85.4472630173565,87.1478873239437,83.6842105263158,88.5714285714286,91.9571045576407,92.1348314606742,0.630022145271138,1,1,4831601,4831800,chr1:4831601-4831800
c2926e8a,72.463768115942,53.5294117647059,49.0740740740741,47.6608187134503,50.381679389313,54.4502617801047,77.3684210526316,72.5190839694656,70.8,48.6486486486487,82.0960698689956,55.7575757575758,53.1486146095718,50.828729281768,80.8724832214765,81.0198300283286,47.7707006369427,46.9135802469136,53.3333333333333,93.7823834196891,50,82.4074074074074,79.7169811320755,76.6990291262136,0.433866467864365,1,1,5242501,5242700,chr1:5242501-5242700
1c8452e1,50.6976744186047,25.531914893617,24.4117647058824,15.4676258992806,17.741935483871,8.92857142857143,24.6987951807229,34.4186046511628,51.2562814070352,11.8279569892473,20.9756097560976,15.2866242038217,26.3736263736264,28.6290322580645,11.9815668202765,36.8965517241379,22.9357798165138,19.7916666666667,32.5342465753425,51.1627906976744,20,55.3191489361702,18.3673469387755,33.5135135135135,0.446038244578316,1,1,5244101,5244300,chr1:5244101-5244300
5ba6629d,84.6372688477952,52.076124567474,69.916142557652,64.8721399730821,52,48.0446927374302,80.3921568627451,72.1719457013575,53.6448598130841,68.3982683982684,64.0845070422535,68.5258964143426,62.2054665409991,65.4518950437318,61.025641025641,53.5472972972973,52.0119225037258,53.646477132262,66.5204678362573,81.25,62.9370629370629,66.0933660933661,55.5555555555556,70.6484641638225,0.47471658349041,1,1,5270601,5270900,chr1:5270601-5270900
958f66b9,77.9220779220779,56.7088607594937,92.0731707317073,73.0407523510972,57.4766355140187,92.1119592875318,93.7254901960784,75.540765391015,94.3820224719101,77.6173285198556,50.7598784194529,55.586592178771,92.1083627797409,51.503006012024,73.8955823293173,68.4007707129094,89.9014778325123,88.663967611336,73.7938596491228,88.2198952879581,76.2057877813505,69.0851735015773,68.75,73.3333333333333,0.780617411209529,1,1,5288701,5288900,chr1:5288701-5288900
ed3dd01f,64.1346906812843,78.3159463487332,91.9258373205742,90.6877662811929,62.3456790123457,64.2201834862385,63.0116959064327,90.1601830663616,80.0658978583196,77.5023832221163,79.9806576402321,90.4471544715447,92.8116469517743,81.2314540059347,64.2857142857143,64.5246478873239,64.014598540146,76.7358625626342,93.0880713489409,80.2816901408451,63.8932496075353,81.2585499316005,91.845979614949,66.2739322533137,0.859968972153924,1,1,5309001,5309200,chr1:5309001-5309200
6e55cfc3,88.6397608370703,89.9270072992701,92.9896907216495,91.1042944785276,94.1580756013746,92.2839506172839,85.207100591716,93.1623931623932,94.6980854197349,89.8193760262726,92.5,86.870897155361,90.3703703703704,92.176386913229,92.3913043478261,85.9237536656891,91.4081145584725,92.0424403183024,87.9770992366412,72.8438228438228,90.1515151515152,92.9475587703436,86.7021276595745,89.1117478510029,0.253160007807381,1,1,5475401,5475700,chr1:5475401-5475700
72fd2d9c,84.8484848484848,92.4403183023873,83.1421006178288,79.1218637992831,74.0740740740741,91.6309012875536,77.0491803278689,91.2516823687752,93.8829787234042,82.018927444795,93.3075933075933,77.292576419214,76.3277693474962,87.7959927140255,91.3260219341974,79.2988313856427,80.6483300589391,92.8915662650602,88.5881492318947,91.1219512195122,94,93.2569974554707,93.0348258706468,92.156862745098,0.127604439156786,1,1,5649601,5649800,chr1:5649601-5649800
087c0642,69.1102123356926,86.4197530864197,86.3674851820491,85.4689564068692,80.2267002518892,82.4324324324324,86.9138495092694,83.0813534917207,83.7617554858934,87.1575342465753,83.8364779874214,86.8336025848142,80.3127221037669,86.2483311081442,76.9631031220435,78.6366830639494,86.8114406779661,76.5108323831243,79.7872340425532,85.2750809061489,73.0584851390221,80.7960199004975,85.2093023255814,92.1052631578947,0.43241167888811,1,1,5667401,5668300,chr1:5667401-5668300
79d219c5,93.2,56.061872909699,83.689538807649,62.0263591433278,93.9947780678851,93.0966469428008,91.89852700491,93.5148514851485,78.3889129493287,66.3918525703201,53.4571062740077,90.8693275013669,92.156862745098,93.7350549976088,91.3099315068493,52.4083393242272,60.971615720524,88.9895786135025,91.5672913117547,75.8773069924617,89.4216133942161,89.3475366178429,84.1913991520291,72.2543352601156,0.7317649875957,1,1,5713501,5713800,chr1:5713501-5713800
f2e2ba7c,94.3396226415094,81.9672131147541,84.1698841698842,95.7446808510638,92.8571428571429,80,88.8888888888889,75.7847533632287,89.9159663865546,84.3511450381679,72.9166666666667,97.787610619469,88.5057471264368,86.9955156950673,94.1176470588235,95.5882352941177,76.6129032258064,92.3076923076923,94.4444444444444,79.6482412060301,92.3444976076555,94.1176470588235,84.3601895734597,75.4716981132076,0.686312671209291,1,1,5736901,5737100,chr1:5736901-5737100
7cad181f,60.0496277915633,51.3677811550152,54.7368421052632,54.3810848400556,58.0246913580247,53.8940809968847,55,69.9519230769231,62.6953125,63.4529147982063,69.6103896103896,60.8815426997245,57.9439252336449,64.6186440677966,47.8336221837088,54.2725173210162,50,63.2258064516129,62.7098321342926,45.1612903225806,39.8773006134969,73.8709677419355,59.3220338983051,64.4067796610169,0.492010530470764,1,1,6152201,6152400,chr1:6152201-6152400
3b92bca8,63.3603238866397,65,87.3744619799139,68.4536082474227,63.6752136752137,65.4867256637168,67.6470588235294,76.1154855643045,79.3650793650794,63.680387409201,79.951690821256,63.5687732342007,65.9547738693467,73.5135135135135,79.3103448275862,73.5099337748344,74.2782152230971,77.3770491803279,63.2978723404255,67.1821305841924,68.1222707423581,63.3116883116883,62.6112759643917,69.4444444444444,0.863333222090407,1,1,6252901,6253100,chr1:6252901-6253100
b1aef60b,81.6387559808612,75.7596685082873,75.1994198694706,57.5503355704698,83.5214446952596,78.8167938931298,69.2957746478873,83.7370242214533,71.0302091402014,63.0642954856361,81.651376146789,82.5549450549451,62.7994955863808,82.9815303430079,65.3403141361257,74.0693196405648,67.7716390423573,75.2730109204368,78.4164859002169,76.499388004896,70.9388971684054,74.0947075208914,79.7385620915033,69.5286195286195,0.515316530202107,1,1,6739001,6739200,chr1:6739001-6739200
f4826763,74.8201438848921,83.8842975206611,95.9830866807611,90.2534113060429,79.1208791208791,88.1918819188192,86.5900383141762,86.4,83.5820895522388,92.1615201900238,79.3103448275862,79.1970802919708,95.7013574660634,81.0126582278481,82.7794561933535,71.1111111111111,95.6427015250545,89.5049504950495,87.9581151832461,67.9569892473118,83.4254143646409,85.0439882697947,73.6625514403292,85.2941176470588,0.643672260465236,1,1,6951601,6951800,chr1:6951601-6951800
cc6478ca,82.2033898305085,86.8778280542986,97.8947368421053,78.0160857908847,80.4597701149425,82.6086956521739,90.625,74.7058823529412,83.8509316770186,95.3389830508475,84.6560846560847,85.0202429149798,73.9837398373984,81.7241379310345,75.095785440613,87.5,89.9713467048711,83.8308457711443,79.5454545454545,93.8875305623472,84.2639593908629,92.8571428571429,92.1428571428571,75.2941176470588,0.764010291204074,1,1,7417601,7417800,chr1:7417601-7417800
1d3f1199,82.1103374397429,91.1802853437095,86.4223240316535,82.3348694316436,90.2255639097744,91.3372582001682,76,84.6944294213088,85.7827476038339,83.2435667265111,85.5959209687699,82.8592814371258,83.9153794492948,86.8260427263479,84.6191889218595,82.5688073394495,81.0239549084077,82.2332506203474,82.6714801444043,85.5635491606715,85.8215179316097,82.1517931609675,77.6530612244898,84.8074921956295,0.224645721076644,1,1,7420101,7420700,chr1:7420101-7420700
b5f6fea5,77.7239709443099,88.5416666666667,87.6080691642651,89.0190336749634,85.3448275862069,80,95.2595936794582,77.5735294117647,91.3616398243045,87.1621621621622,74.1666666666667,88.4905660377358,97.3004694835681,90.2388369678089,93.0122757318225,82,77.7777777777778,92.2141119221411,91.140642303433,88.4184308841843,81.1764705882353,94.6395563770795,89.5833333333333,87.6221498371335,0.231520630376542,1,1,7492401,7492940,chr1:7492401-7492940
88d3a6fd,44.6153846153846,65.9842519685039,44.5859872611465,60.3535353535353,52.5925925925926,57.8947368421053,54.4668587896254,69.4099378881988,60.0401606425703,58.1005586592179,48.6547085201794,58.961038961039,53.3864541832669,75.9750390015601,69.7345132743363,66.8067226890756,55.46875,54.5185185185185,50,65.4302670623145,57.8534031413613,51.7509727626459,61.1428571428571,68.8644688644689,0.114124196647672,1,1,7509701,7510000,chr1:7509701-7510000
9c22fbba,93.6395759717314,98.8439306358381,64.8967551622419,76.3578274760383,95.6043956043956,94.1176470588235,87.5,86.9718309859155,76.0869565217391,93.2038834951456,85.8921161825726,93.3070866141732,80.1255230125523,91.3924050632911,92.1921921921922,76.2273901808786,92.6229508196721,78.4017278617711,79.6437659033079,79.8449612403101,94.4,78.2178217821782,93.125,99.0566037735849,0.814758511571338,1,1,7563101,7563300,chr1:7563101-7563300
1c95fa76,69.2537313432836,62.1165644171779,67.8646934460888,41.9318181818182,53.0465949820789,55.6213017751479,53.9393939393939,59.6190476190476,76.8049155145929,79.8434442270059,57.8313253012048,63.6734693877551,60.9218436873748,40.997830802603,56.1051004636785,50.9406657018813,74.9603803486529,75.5868544600939,61.6847826086957,63.3863965267728,56.4327485380117,60.4221635883905,62.0879120879121,78.167115902965,0.997883504620393,1,1,7733901,7734100,chr1:7733901-7734100
94eb02b9,73.0713245997089,71.2895377128954,94.4962686567164,78.6786786786787,95.2182952182952,96.5770171149144,94.4852941176471,95.8257713248639,94.6248600223964,95.6072351421189,72.4346076458752,95.2086553323029,74.2483660130719,64.5224171539961,84.5029239766082,84.2013888888889,49.8550724637681,93.5444579780755,95.5671447196871,77.3071104387292,90.2813299232737,91.796875,95.2488687782805,69.120654396728,0.166736425210798,1,1,7848701,7848900,chr1:7848701-7848900
7c92002b,55.8207217694994,95.1685393258427,58.2,56.7254685777288,76.9230769230769,57.7405857740586,56.5027322404372,57.1319018404908,56.9198012775018,79.1107974594213,96.1263408820024,56.9389373513085,78.0420012353304,57.516339869281,76.6377649325626,79.4797687861272,76.1691542288557,54.2857142857143,81.1424100156495,96.0929250263992,57.0405727923628,79.5325779036827,58.7404994571118,55.0550550550551,0.581583231107263,1,1,8164301,8164700,chr1:8164301-8164700
845bead6,86.9098712446352,69.5760598503741,56.8548387096774,65.4281098546042,48.792270531401,54.014598540146,53.0821917808219,58.6065573770492,67.5847457627119,78.6231884057971,52.3809523809524,57.556270096463,57.8767123287671,59.6428571428571,76.5748031496063,74.1046831955923,92.6289926289926,89.4557823129252,53.5483870967742,46.5116279069767,66.3366336633663,67.2661870503597,59.2760180995475,64.1148325358852,0.434309092912732,1,1,8260601,8260800,chr1:8260601-8260800
29b7d4c0,95.8881578947368,81.8897637795276,69.5708712613784,82.7667057444314,67.0103092783505,70.6572769953052,68.7651331719128,70.1238390092879,71.7391304347826,84.1463414634146,68.503937007874,70.6,68.8205128205128,82.5864276568502,77.9569892473118,81.4171122994652,82.4752475247525,82.5065274151436,70.0954400848356,72.0105124835742,80.1507537688442,83.4080717488789,67.6470588235294,64.9253731343284,0.747623446216342,1,1,8262301,8262600,chr1:8262301-8262600
